,time,I_R04_Gripper_Load,I_R01_Gripper_Load,cycle_state,matched_image_name,original_label,predicted_label
103,2023-12-11 12:30:22.962220,607,470,4,004928_1.png,NoAnomaly,NoAnomaly
104,2023-12-11 12:30:24.968051,660,423,4,004932_1.png,NoAnomaly,NoAnomaly
105,2023-12-11 12:30:28.347755,575,423,4,004939_1.png,NoAnomaly,NoAnomaly
106,2023-12-11 12:30:29.352546,606,428,4,004941_1.png,NoAnomaly,NoAnomaly
107,2023-12-11 12:30:29.822738,562,328,4,004942_1.png,NoAnomaly,NoAnomaly
108,2023-12-11 12:30:30.810906,561,457,4,004944_1.png,NoAnomaly,NoAnomaly
109,2023-12-11 12:30:33.801179,585,443,4,004950_1.png,NoAnomaly,NoAnomaly
110,2023-12-11 12:32:22.768929,681,499,9,005175_0.png,NoNose,NoNose
111,2023-12-11 12:32:23.718474,643,399,9,005177_0.png,NoNose,"NoNose,NoBody2"
112,2023-12-11 12:32:25.730017,679,408,9,005181_0.png,NoNose,NoNose
113,2023-12-11 12:32:28.833469,622,389,9,005187_0.png,NoNose,"NoNose,NoBody2"
114,2023-12-11 12:32:31.825427,672,429,9,005193_0.png,NoNose,NoNose
115,2023-12-11 12:32:32.816512,620,420,9,005195_0.png,NoNose,NoNose
116,2023-12-11 12:32:33.796716,662,494,9,005197_0.png,NoNose,"NoNose,NoBody2"
117,2023-12-11 12:35:18.861052,715,420,4,005532_1.png,NoAnomaly,NoAnomaly
118,2023-12-11 12:35:19.813746,574,426,4,005534_1.png,NoAnomaly,NoAnomaly
119,2023-12-11 12:35:20.255033,593,382,4,005535_1.png,NoAnomaly,NoAnomaly
120,2023-12-11 12:35:21.747724,621,436,4,005538_1.png,NoAnomaly,NoAnomaly
121,2023-12-11 12:35:23.273428,593,504,4,005541_1.png,NoAnomaly,NoAnomaly
122,2023-12-11 12:35:25.766840,573,456,4,005546_1.png,NoAnomaly,NoAnomaly
123,2023-12-11 12:35:27.781133,668,457,4,005550_1.png,NoAnomaly,NoNose
124,2023-12-11 12:35:28.773266,504,469,4,005552_1.png,NoAnomaly,NoNose
125,2023-12-11 12:37:25.683679,710,304,9,005793_0.png,NoNose,NoNose
126,2023-12-11 12:40:20.496379,574,449,4,006153_1.png,NoAnomaly,NoAnomaly
127,2023-12-11 12:40:22.426646,628,445,4,006157_1.png,NoAnomaly,NoAnomaly
128,2023-12-11 12:40:22.941315,617,458,4,006158_1.png,NoAnomaly,NoAnomaly
129,2023-12-11 12:42:13.364902,634,336,9,006386_0.png,NoNose,NoNose
130,2023-12-11 12:42:16.815412,639,393,9,006393_0.png,NoNose,NoNose
131,2023-12-11 12:42:18.252224,663,391,9,006396_0.png,NoNose,NoNose
132,2023-12-11 12:42:18.784490,651,428,9,006397_0.png,NoNose,"NoNose,NoBody2"
133,2023-12-11 12:42:19.734348,657,385,9,006399_0.png,NoNose,"NoNose,NoBody2"
134,2023-12-11 12:42:20.795966,634,415,9,006401_0.png,NoNose,NoNose
135,2023-12-11 12:42:22.328876,689,444,9,006404_0.png,NoNose,NoNose
136,2023-12-11 12:42:23.296505,639,388,9,006406_0.png,NoNose,NoNose
137,2023-12-11 12:48:21.490416,261,656,4,007139_1.png,NoAnomaly,NoAnomaly
138,2023-12-11 12:48:27.504781,283,669,4,007151_1.png,NoAnomaly,NoBody1
139,2023-12-11 12:48:32.483169,310,674,4,007161_1.png,NoAnomaly,NoBody1
140,2023-12-11 12:48:32.970642,302,660,4,007162_1.png,NoAnomaly,NoBody1
141,2023-12-11 12:48:34.022157,311,639,4,007164_1.png,NoAnomaly,NoBody1
142,2023-12-11 12:48:34.510763,307,683,4,007165_1.png,NoAnomaly,NoAnomaly
143,2023-12-11 12:48:35.033933,311,641,4,007166_1.png,NoAnomaly,NoBody1
144,2023-12-11 12:48:35.524549,258,693,4,007167_1.png,NoAnomaly,NoAnomaly
145,2023-12-11 12:48:36.031193,300,638,4,007168_1.png,NoAnomaly,NoBody1
146,2023-12-11 12:48:39.692074,315,664,4,007175_1.png,NoAnomaly,NoBody1
147,2023-12-11 12:48:40.173586,295,678,4,007176_1.png,NoAnomaly,NoBody1
148,2023-12-11 12:48:40.685591,313,646,4,007177_1.png,NoAnomaly,NoBody1
149,2023-12-11 12:48:43.181978,274,663,4,007182_1.png,NoAnomaly,NoBody1
150,2023-12-11 12:48:46.686829,301,652,4,007189_1.png,NoAnomaly,NoBody1
151,2023-12-11 12:48:47.169034,286,673,4,007190_1.png,NoAnomaly,NoBody1
152,2023-12-11 12:48:49.243804,304,669,4,007194_1.png,NoAnomaly,NoBody1
153,2023-12-11 12:48:59.495167,293,700,4,007214_1.png,NoAnomaly,NoBody1
154,2023-12-11 12:49:00.528953,268,682,4,007216_1.png,NoAnomaly,NoBody1
155,2023-12-11 12:49:02.079607,303,679,4,007219_1.png,NoAnomaly,NoBody1
156,2023-12-11 12:49:03.085231,261,639,4,007221_1.png,NoAnomaly,NoBody1
157,2023-12-11 12:49:04.575530,317,675,4,007224_1.png,NoAnomaly,NoBody1
158,2023-12-11 12:49:10.581999,301,637,4,007236_1.png,NoAnomaly,NoBody1
159,2023-12-11 12:49:14.631614,328,640,4,007244_1.png,NoAnomaly,NoBody1
160,2023-12-11 12:49:18.193285,280,679,4,007251_1.png,NoAnomaly,NoAnomaly
161,2023-12-11 12:49:19.212053,310,681,4,007253_1.png,NoAnomaly,NoBody1
162,2023-12-11 12:49:24.942844,307,662,4,007264_1.png,NoAnomaly,NoBody1
163,2023-12-11 12:49:26.948165,288,667,4,007268_1.png,NoAnomaly,NoBody1
164,2023-12-11 12:49:27.463677,293,699,4,007269_1.png,NoAnomaly,NoAnomaly
165,2023-12-11 12:49:28.978938,251,647,4,007272_1.png,NoAnomaly,NoBody1
166,2023-12-11 12:49:30.489109,303,667,4,007275_1.png,NoAnomaly,NoBody1
167,2023-12-11 12:49:31.500384,270,664,4,007277_1.png,NoAnomaly,NoBody1
168,2023-12-11 12:49:32.006060,325,665,4,007278_1.png,NoAnomaly,NoBody1
169,2023-12-11 12:49:33.036847,267,646,4,007280_1.png,NoAnomaly,NoBody1
170,2023-12-11 12:49:33.532969,248,665,4,007281_1.png,NoAnomaly,NoBody1
171,2023-12-11 12:49:37.037855,298,643,4,007288_1.png,NoAnomaly,NoAnomaly
172,2023-12-11 12:49:38.046584,305,634,4,007290_1.png,NoAnomaly,NoBody1
173,2023-12-11 12:49:43.171075,569,420,4,007300_1.png,NoAnomaly,NoAnomaly
174,2023-12-11 12:49:47.235954,543,478,4,007308_1.png,NoAnomaly,NoBody1
175,2023-12-11 12:49:48.828664,568,459,4,007311_1.png,NoAnomaly,NoAnomaly
176,2023-12-11 12:49:49.344094,573,425,4,007312_1.png,NoAnomaly,NoBody1
177,2023-12-11 12:49:50.975375,580,429,4,007315_1.png,NoAnomaly,NoAnomaly
178,2023-12-11 12:49:51.470442,546,458,4,007316_1.png,NoAnomaly,NoBody1
179,2023-12-11 12:49:53.043728,579,469,4,007319_1.png,NoAnomaly,NoBody1
180,2023-12-11 12:49:54.079015,551,500,4,007321_1.png,NoAnomaly,NoBody1
181,2023-12-11 12:49:54.559758,562,457,4,007322_1.png,NoAnomaly,NoBody1
182,2023-12-11 12:49:58.075317,547,512,4,007329_1.png,NoAnomaly,NoBody1
183,2023-12-11 12:49:58.563969,512,494,4,007330_1.png,NoAnomaly,NoBody1
184,2023-12-11 12:50:00.574494,530,464,4,007334_1.png,NoAnomaly,NoBody1
185,2023-12-11 12:50:03.144999,570,514,4,007339_1.png,NoAnomaly,NoBody1
186,2023-12-11 12:50:05.187899,572,505,4,007343_1.png,NoAnomaly,NoBody1
187,2023-12-11 12:50:05.711628,568,485,4,007344_1.png,NoAnomaly,NoBody1
188,2023-12-11 12:50:06.779913,625,486,4,007346_1.png,NoAnomaly,NoBody1
189,2023-12-11 12:50:07.849826,673,517,4,007348_1.png,NoAnomaly,NoAnomaly
190,2023-12-11 12:50:08.375703,506,473,4,007349_1.png,NoAnomaly,NoAnomaly
191,2023-12-11 12:50:09.961342,507,438,4,007352_1.png,NoAnomaly,NoAnomaly
192,2023-12-11 12:50:10.989286,515,473,4,007354_1.png,NoAnomaly,NoAnomaly
193,2023-12-11 12:50:14.567206,529,481,4,007361_1.png,NoAnomaly,NoAnomaly
194,2023-12-11 12:50:19.184104,520,399,4,007370_1.png,NoAnomaly,NoAnomaly
195,2023-12-11 12:50:22.800574,601,461,4,007377_1.png,NoAnomaly,NoAnomaly
196,2023-12-11 12:50:23.312135,482,457,4,007378_1.png,NoAnomaly,NoAnomaly
197,2023-12-11 12:50:24.929613,506,446,4,007381_1.png,NoAnomaly,NoAnomaly
198,2023-12-11 12:50:27.513542,538,433,4,007386_1.png,NoAnomaly,NoAnomaly
199,2023-12-11 12:50:28.007581,546,447,4,007387_1.png,NoAnomaly,NoAnomaly
200,2023-12-11 12:50:29.543697,709,416,4,007390_1.png,NoAnomaly,NoAnomaly
201,2023-12-11 12:50:30.556035,526,429,4,007392_1.png,NoAnomaly,NoAnomaly
202,2023-12-11 12:50:31.074646,484,480,4,007393_1.png,NoAnomaly,NoAnomaly
203,2023-12-11 12:50:33.112725,566,445,4,007397_1.png,NoAnomaly,NoAnomaly
204,2023-12-11 12:50:54.057345,574,445,4,007437_1.png,NoAnomaly,NoAnomaly
205,2023-12-11 12:50:56.098459,582,463,4,007441_1.png,NoAnomaly,NoAnomaly
206,2023-12-11 12:51:01.823588,589,492,4,007452_1.png,NoAnomaly,NoAnomaly
207,2023-12-11 12:52:47.368804,612,475,9,007659_0.png,NoNose,NoNose
208,2023-12-11 12:52:47.898847,651,434,9,007660_0.png,NoNose,NoNose
209,2023-12-11 12:52:48.378430,642,434,9,007661_0.png,NoNose,NoNose
210,2023-12-11 12:52:55.926221,605,424,9,007676_0.png,NoNose,NoNose
211,2023-12-11 12:52:57.098598,637,431,9,007678_0.png,NoNose,NoNose
212,2023-12-11 12:52:58.115063,571,238,9,007680_0.png,NoNose,NoNose
213,2023-12-11 12:52:58.613595,566,461,9,007681_0.png,NoNose,NoNose
214,2023-12-11 12:58:30.599409,556,318,4,008331_1.png,NoAnomaly,NoAnomaly
215,2023-12-11 12:58:31.063392,595,471,4,008332_1.png,NoAnomaly,NoAnomaly
216,2023-12-11 12:58:34.072926,601,476,4,008338_1.png,NoAnomaly,NoAnomaly
217,2023-12-11 12:58:37.531004,567,486,4,008345_1.png,NoAnomaly,NoAnomaly
218,2023-12-11 13:00:27.359526,552,341,9,008563_0.png,NoNose,NoNose
219,2023-12-11 13:00:33.024285,661,460,9,008574_0.png,NoNose,"NoNose,NoBody2"
220,2023-12-11 13:00:33.488272,572,418,9,008575_0.png,NoNose,NoNose
221,2023-12-11 13:00:34.491114,635,478,9,008577_0.png,NoNose,NoNose
222,2023-12-11 13:03:22.580335,577,351,4,008908_1.png,NoAnomaly,NoAnomaly
223,2023-12-11 13:03:26.127873,555,221,4,008915_1.png,NoAnomaly,NoAnomaly
224,2023-12-11 13:03:30.600838,562,308,4,008924_1.png,NoAnomaly,"NoNose,NoBody2,NoBody1"
225,2023-12-11 13:03:31.625064,538,407,4,008926_1.png,NoAnomaly,NoNose
226,2023-12-11 13:03:33.171698,706,437,4,008929_1.png,NoAnomaly,NoAnomaly
227,2023-12-11 13:03:33.647932,431,280,4,008930_1.png,NoAnomaly,NoAnomaly
228,2023-12-11 13:05:21.114380,618,265,9,009145_0.png,NoNose,NoNose
229,2023-12-11 13:05:23.063513,624,427,9,009149_0.png,NoNose,NoNose
230,2023-12-11 13:05:24.966347,665,363,9,009153_0.png,NoNose,NoNose
231,2023-12-11 13:05:28.325246,563,399,9,009160_0.png,NoNose,NoNose
232,2023-12-11 13:05:31.282189,620,292,9,009166_0.png,NoNose,NoNose
233,2023-12-11 13:05:31.762241,618,295,9,009167_0.png,NoNose,NoNose
234,2023-12-11 13:08:37.773177,736,476,4,009531_1.png,NoAnomaly,NoAnomaly
235,2023-12-11 13:08:38.728201,583,461,4,009533_1.png,NoAnomaly,NoAnomaly
236,2023-12-11 13:10:29.251931,573,421,9,009748_0.png,NoNose,NoNose
237,2023-12-11 13:10:31.287385,538,396,9,009752_0.png,NoNose,NoNose
238,2023-12-11 13:10:34.409426,658,462,9,009758_0.png,NoNose,NoNose
239,2023-12-11 13:10:35.434273,610,432,9,009760_0.png,NoNose,NoNose
240,2023-12-11 13:10:39.561784,566,247,9,009768_0.png,NoNose,NoNose
241,2023-12-11 13:10:40.593788,613,383,9,009770_0.png,NoNose,NoNose
242,2023-12-11 13:13:36.615226,681,444,4,010113_1.png,NoAnomaly,NoAnomaly
243,2023-12-11 13:13:38.644434,640,482,4,010117_1.png,NoAnomaly,"NoNose,NoBody2,NoBody1"
244,2023-12-11 13:15:28.126705,765,449,9,010329_0.png,NoNose,NoNose
245,2023-12-11 13:15:29.993516,637,346,9,010333_0.png,NoNose,NoNose
246,2023-12-11 13:15:32.083969,549,411,9,010337_0.png,NoNose,NoNose
247,2023-12-11 13:15:33.119211,764,444,9,010339_0.png,NoNose,NoNose
248,2023-12-11 13:15:34.127545,620,470,9,010341_0.png,NoNose,"NoNose,NoBody2"
249,2023-12-11 13:15:35.859672,730,431,9,010344_0.png,NoNose,NoNose
250,2023-12-11 13:15:36.371489,639,453,9,010345_0.png,NoNose,NoNose
251,2023-12-11 13:15:37.956813,634,487,9,010348_0.png,NoNose,"NoNose,NoBody2"
252,2023-12-11 13:15:38.477516,651,457,9,010349_0.png,NoNose,NoNose
253,2023-12-11 13:15:40.042037,600,388,9,010352_0.png,NoNose,"NoNose,NoBody2"
254,2023-12-11 13:18:28.814190,553,447,4,010680_1.png,NoAnomaly,NoAnomaly
255,2023-12-11 13:18:29.846554,593,438,4,010682_1.png,NoAnomaly,NoAnomaly
256,2023-12-11 13:18:36.615212,680,453,4,010695_1.png,NoAnomaly,NoAnomaly
257,2023-12-11 13:20:23.658403,639,442,9,010904_0.png,NoNose,NoNose
258,2023-12-11 13:20:25.100769,812,457,9,010907_0.png,NoNose,NoNose
259,2023-12-11 13:20:25.602132,712,442,9,010908_0.png,NoNose,NoNose
260,2023-12-11 13:20:27.622116,791,409,9,010912_0.png,NoNose,NoNose
261,2023-12-11 13:20:30.142244,694,331,9,010917_0.png,NoNose,NoNose
262,2023-12-11 13:20:32.259568,683,463,9,010921_0.png,NoNose,NoNose
263,2023-12-11 13:20:33.789409,594,302,9,010924_0.png,NoNose,"NoNose,NoBody2"
264,2023-12-11 13:20:36.868542,588,153,9,010930_0.png,NoNose,NoNose
265,2023-12-11 13:23:23.102686,572,434,4,011255_1.png,NoAnomaly,NoAnomaly
266,2023-12-11 13:23:23.621251,620,391,4,011256_1.png,NoAnomaly,NoAnomaly
267,2023-12-11 13:23:26.105283,597,464,4,011261_1.png,NoAnomaly,NoAnomaly
268,2023-12-11 13:23:26.599067,537,421,4,011262_1.png,NoAnomaly,NoAnomaly
269,2023-12-11 13:25:16.114165,647,454,9,011476_0.png,NoNose,NoNose
270,2023-12-11 13:25:19.825740,430,260,9,011483_0.png,NoNose,NoNose
271,2023-12-11 13:25:26.496634,830,441,9,011495_0.png,NoNose,"NoNose,NoBody2"
272,2023-12-11 13:25:28.085299,598,481,9,011498_0.png,NoNose,NoNose
273,2023-12-11 13:25:28.583249,594,444,9,011499_0.png,NoNose,NoNose
274,2023-12-11 13:25:29.143648,607,444,9,011500_0.png,NoNose,NoNose
275,2023-12-11 13:25:30.673836,621,403,9,011503_0.png,NoNose,NoNose
276,2023-12-11 13:28:17.779554,622,478,4,011827_1.png,NoAnomaly,"NoNose,NoBody2"
277,2023-12-11 13:28:19.266123,574,459,4,011830_1.png,NoAnomaly,NoAnomaly
278,2023-12-11 13:28:19.787937,478,411,4,011831_1.png,NoAnomaly,NoAnomaly
279,2023-12-11 13:28:20.821679,590,445,4,011833_1.png,NoAnomaly,NoAnomaly
280,2023-12-11 13:28:21.346179,583,421,4,011834_1.png,NoAnomaly,NoAnomaly
281,2023-12-11 13:28:24.007509,536,443,4,011839_1.png,NoAnomaly,NoAnomaly
282,2023-12-11 13:28:24.464174,542,429,4,011840_1.png,NoAnomaly,NoAnomaly
283,2023-12-11 13:28:26.018053,551,373,4,011843_1.png,NoAnomaly,"NoNose,NoBody2"
284,2023-12-11 13:28:26.533755,580,386,4,011844_1.png,NoAnomaly,NoAnomaly
285,2023-12-11 13:28:27.086196,562,350,4,011845_1.png,NoAnomaly,NoNose
286,2023-12-11 13:30:11.126771,620,339,9,012047_0.png,NoNose,NoNose
287,2023-12-11 13:30:12.637538,638,413,9,012050_0.png,NoNose,NoNose
288,2023-12-11 13:30:13.146233,610,302,9,012051_0.png,NoNose,NoNose
289,2023-12-11 13:30:14.693188,665,451,9,012054_0.png,NoNose,NoNose
290,2023-12-11 13:30:18.354439,604,384,9,012061_0.png,NoNose,"NoNose,NoBody2"
291,2023-12-11 13:30:21.976817,667,460,9,012068_0.png,NoNose,NoNose
292,2023-12-11 13:33:12.256259,593,433,4,012398_1.png,NoAnomaly,NoAnomaly
293,2023-12-11 13:33:13.834000,545,473,4,012401_1.png,NoAnomaly,NoAnomaly
294,2023-12-11 13:33:14.333612,576,474,4,012402_1.png,NoAnomaly,NoAnomaly
295,2023-12-11 13:33:17.966195,559,430,4,012409_1.png,NoAnomaly,NoAnomaly
296,2023-12-11 13:33:18.451976,590,437,4,012410_1.png,NoAnomaly,NoAnomaly
297,2023-12-11 13:35:08.254094,619,343,9,012624_0.png,NoNose,NoNose
298,2023-12-11 13:35:09.730216,648,419,9,012627_0.png,NoNose,NoNose
299,2023-12-11 13:35:14.277472,620,392,9,012636_0.png,NoNose,NoNose
300,2023-12-11 13:35:14.756846,627,456,9,012637_0.png,NoNose,NoNose
301,2023-12-11 13:35:17.840629,584,436,9,012643_0.png,NoNose,NoNose
302,2023-12-11 13:35:18.848771,667,486,9,012645_0.png,NoNose,NoNose
303,2023-12-11 13:38:12.658891,596,361,4,012989_1.png,NoAnomaly,NoAnomaly
304,2023-12-11 13:38:14.218861,369,422,4,012992_1.png,NoAnomaly,NoAnomaly
305,2023-12-11 13:38:18.879600,571,344,4,013001_1.png,NoAnomaly,"NoNose,NoBody2"
306,2023-12-11 13:40:12.680000,649,409,9,013225_0.png,NoNose,"NoNose,NoBody2"
307,2023-12-11 13:40:14.159334,586,294,9,013228_0.png,NoNose,NoNose
308,2023-12-11 13:40:17.618702,595,483,9,013235_0.png,NoNose,NoNose
309,2023-12-11 13:40:21.128335,654,283,9,013242_0.png,NoNose,NoNose
